DEP_Code,Name,Street_Add,Town_City,Type,Zip Code,tons,Lat,Long,X_Coord,Y_Coord,Status,Score
C136,redacted,redacted,Boston,C,,0,42.3496989,71.0820925,234432.494,899995.7139,M,100
W413,redacted,redacted,Waltham,W,,,42.10517486,70.9501154,245481.3926,872897.7386,T,66
W414,redacted,redacted,Rowley,W,,,42.49519349,71.443402,204652.5507,916074.2149,T,66
G378,redacted,redacted,Bellingham,G,,27,42.018722,71.4961932,200315.2918,863148.745,M,100
G379,redacted,redacted,Springfield,G,,18,42.0924947,72.5804766,110616.8462,871908.8625,M,100
G380,redacted,redacted,Boston,G,,160.5,42.3210158,71.090875,233724.1674,896806.2339,M,94
G381,redacted,redacted,Fall River,G,,25.5,41.68927723,71.171861,227318.4679,826610.2891,M,100
G382,redacted,redacted,Roslindale,G,,52.5,42.28464075,71.1116128,232033.1609,892757.9102,M,100
W415,redacted,redacted,Boston,W,,,42.12341296,70.9349073,246725.83,874931.6517,T,66
F656,redacted,redacted,Cambridge,F,,,42.37797706,71.1077179,232306.719,903126.7025,M,100
R1241,redacted,redacted,BOSTON,R,,22.5,42.3116854,71.0538602,236780.6919,895785.1636,M,100
R744,redacted,redacted,Acton,R,,18,42.4768948,71.4737659,202157.162,914040.3814,M,100
IH518,redacted,redacted,NEW BEDFORD,IH,,12.8115,41.64263693,70.9312427,247384.9104,821535.4942,M,100
R2740,redacted,redacted,Leominster,R,,45,42.52659594,71.7384581,180407.6919,919588.2707,M,100
R283,redacted,redacted,Peabody,R,,15,42.54306023,70.9419917,245835.1092,921539.6918,M,100
R284,redacted,redacted,Amesbury,R,,15,42.87234864,70.9204293,247357.6797,958130.5193,M,100
R2741,redacted,redacted,Dennis,R,,45,41.73890443,70.1913501,308860.1123,832904.8304,M,100
W416,redacted,redacted,Canton,W,,,42.17423,71.11191,232064.449,880494.1805,T,66
F657,redacted,redacted,Westfield,F,,,42.17656485,72.7339025,98060.48953,881417.9211,M,100
R2742,redacted,redacted,Somerville,R,,45,42.40085645,71.1177709,231467.4161,905664.3042,M,100
R2289,redacted,redacted,Dracut,R,,37.5,42.6739574,71.2948449,216816.684,935950.5703,M,100
R1242,redacted,redacted,NANTUCKET,R,,22.5,41.28380937,70.0972555,317517.9258,782489.5134,M,100
R2463,redacted,redacted,Boston,R,,42,42.3496644,71.0822191,234422.0819,899991.8307,M,100
R1781,redacted,redacted,East Longmeadow,R,,30,42.03498603,72.469526,119722.2888,865411.4371,M,100
IH519,redacted,redacted,NEW BEDFORD,IH,,40.4055,41.74193128,70.9432963,246308.7204,832557.0318,M,100
C137,redacted,redacted,Falmouth,C,,29.7,41.6238678,70.6389514,271756.9448,819655.0583,M,62
W417,redacted,redacted,New Bedford,W,,,42.11964843,71.0401587,238025.2522,874461.2362,T,66
W418,redacted,redacted,New Bedford,W,,,41.62079008,70.9190408,248417.9964,819115.9234,M,66
W419,redacted,redacted,Stoneham,W,,,42.7516744,71.0252457,238867.6732,944671.9133,T,66
W420,redacted,redacted,Braintree,W,,,42.10444222,70.9480012,245656.7888,872817.4946,T,66
C138,redacted,redacted,Provincetown,C,,0,42.05524395,70.1902849,308409.2273,868037.5752,M,100
F658,redacted,redacted,Holliston,F,,,42.23014086,71.429268,205838.8311,886633.8583,M,100
F659,redacted,redacted,Marlborough,F,,,42.3216131,71.5961053,192078.0882,896796.162,M,100
IH520,redacted,redacted,ROWLEY,IH,,20.367,42.73687094,70.8797723,250789.2125,943103.9038,M,100
F660,redacted,redacted,New Bedford,F,,,41.64302864,70.9238414,248001.2271,821583.1382,M,93
IH521,redacted,redacted,GLOUCESTER,IH,,46.647,42.6253006,70.6791128,267339.6525,930849.3272,M,100
R285,redacted,redacted,South Yarmouth,R,,15,41.6574152,70.2042942,307920.9228,823838.6114,M,100
R3367,redacted,redacted,Sandwich,R,,75,41.77052102,70.49866,283256.6526,836070.018,M,100
W421,redacted,redacted,Boston,W,,,42.33886725,71.0457268,237435.1374,898807.9093,M,66
W422,redacted,redacted,Boston,W,,,42.33058638,71.0651075,235842.7484,897879.7898,M,66
R3209,redacted,redacted,Westminster,R,,67.5,42.56257513,71.9382353,164014.1486,923649.9661,M,100
R3764,redacted,redacted,Lunenburg,R,,150,42.5739597,71.7479348,179644.3587,924851.7345,M,100
R286,redacted,redacted,Boston,R,,15,42.33128825,71.045731,237439.2772,897966.0734,M,100
C139,redacted,redacted,Boston,C,,547.5,42.3503528,71.0425299,237691.7369,900085.0724,M,100
IH522,redacted,redacted,PROVINCETOWN,IH,,13.4685,42.05524395,70.1902849,308409.2273,868037.5752,M,100
R745,redacted,redacted,Revere,R,,18,42.40403788,71.0023293,240969.105,906066.7048,M,81
R2290,redacted,redacted,Harvard,R,,37.5,42.50748674,71.6074179,191171.5942,917443.7724,M,100
W423,redacted,redacted,New Bedford,W,,,42.11977356,71.0399243,238044.5612,874475.2397,T,66
F661,redacted,redacted,New Bedford,F,,,41.62207536,70.9197583,248357.2284,819258.2666,M,100
R746,redacted,redacted,BOSTON,R,,18,42.30957103,71.0916005,233670.4544,895534.7258,M,100
W424,redacted,redacted,New Bedford,W,,,42.55934917,70.8956446,249629.2084,923374.9955,T,66
R287,redacted,redacted,Peabody,R,,15,42.54541156,70.9844992,242341.9831,921778.9048,M,100
R2743,redacted,redacted,Boston,R,,45,42.3533666,71.057402,236464.6774,900413.3652,M,100
R2744,redacted,redacted,Boston,R,,45,42.35535535,71.0538327,236757.5875,900635.798,M,100
R3368,redacted,redacted,Boston,R,,75,42.35034528,71.0425116,237693.2517,900084.2452,M,100
R747,redacted,redacted,Boston,R,,18,42.3535177,71.0469174,237328.3833,900434.684,M,100
R288,redacted,redacted,GRAFTON,R,,15,42.2068744,71.6854551,184685.3265,884063.7969,M,44
W425,redacted,redacted,Longmeadow,W,,,42.05646834,72.5547527,112695.2832,867881.0472,M,66
F662,redacted,redacted,Natick,F,,,42.27811766,71.3848571,209497.6958,891966.8395,M,100
F663,redacted,redacted,Boston,F,,,42.3531459,71.0570213,236496.1659,900389.0141,M,81
IH523,redacted,redacted,WRENTHAM,IH,,14.454,42.08420642,71.30703,215966.0697,870440.2007,M,100
IH669,redacted,redacted,MIDDLEBOROUGH,IH,,7.884,41.8879521,70.91512,248541.2876,848790.6174,M,88
R1243,redacted,redacted,Marlborough,R,,22.5,42.34760432,71.5135559,198883.0494,899678.7931,M,100
F664,redacted,redacted,Hyde Park,F,,,42.26806327,71.1209025,231275.1585,890913.1413,M,100
G383,redacted,redacted,Northampton,G,,22.5,42.3198945,72.6342975,106500.6162,897222.5079,M,100
W426,redacted,redacted,Seekonk,W,,,41.78329053,71.3058189,216142.3595,837017.9718,M,66
IH670,redacted,redacted,RANDOLPH,IH,,1.6425,42.169062,71.0454478,237558.6432,879947.2886,M,100
R2884,redacted,redacted,Manchester,R,,49.5,42.57531757,70.7720251,259765.379,925228.0271,M,100
IH524,redacted,redacted,GROTON,IH,,27.2655,42.61203617,71.5788974,193526.3632,929054.8103,M,100
R3136,redacted,redacted,Gloucester,R,,60,42.61312872,70.6591623,268989.5215,929513.2295,M,100
F665,redacted,redacted,Northfield,F,,,42.68522952,72.4527579,121917.4067,937618.6225,M,100
F666,redacted,redacted,Boston,F,,,42.29160101,71.0405293,237891.7285,893560.1495,M,100
R2868,redacted,redacted,Boston,R,,48,42.3508121,71.0606684,236197.0316,900128.2327,M,100
R1376,redacted,redacted,Dalton,R,,24,42.47299289,73.16352,63213.45224,914940.5358,M,100
F667,redacted,redacted,Roxbury,F,,,42.32757417,71.0738722,235122.0557,897541.563,M,100
R289,redacted,redacted,Arlington,R,,15,42.41407785,71.1506238,228756.7642,907121.2991,M,100
R748,redacted,redacted,Braintree,R,,18,42.22065786,71.0039637,240953.0166,885697.2056,M,100
R2040,redacted,redacted,New Bedford,R,,36,41.6592958,70.9471017,246051.6713,823377.0292,M,100
G384,redacted,redacted,Stoneham,G,,345,42.49566114,71.1007197,232821.866,916201.4394,M,100
G385,redacted,redacted,Fall River,G,,315,41.66614513,71.1571994,228549.4098,824045.8812,M,94
G386,redacted,redacted,New Bedford,G,,315,41.67618615,70.9439373,246303.0081,825254.6744,M,100
G387,redacted,redacted,Newburyport,G,,300,42.82038942,70.9083147,248387.6105,952365.1556,M,100
G388,redacted,redacted,Boston,G,,300,42.3481603,71.0782552,234749.5017,899826.3697,M,100
G389,redacted,redacted,Weymouth,G,,300,42.2010825,70.9457139,245776.2172,883552.5588,M,62
G390,redacted,redacted,Cambridge,G,,300,42.3747562,71.1493645,228878.3681,902754.0046,M,100
G391,redacted,redacted,West Roxbury,G,,300,42.27739313,71.1634845,227758.1188,891934.7081,M,100
G392,redacted,redacted,Plymouth,G,,298.5,41.81955427,70.5520881,278754.0253,841464.9541,M,100
G393,redacted,redacted,Melrose,G,,279,42.4564379,71.0657328,235720.0374,911858.636,M,100
G394,redacted,redacted,Somerville,G,,270,42.37554671,71.085624,234127.5789,902865.3537,M,100
G395,redacted,redacted,North Dartmouth,G,,270,41.6368518,70.9607905,244927.2817,820876.9775,M,100
G396,redacted,redacted,Ashland,G,,270,42.2414375,71.4315102,205652.7319,887888.4694,M,100
G397,redacted,redacted,Fall River,G,,270,41.75150283,71.1220236,231436.913,833538.6558,M,100
G398,redacted,redacted,Raynham,G,,262.5,41.90559135,71.0543451,236976.3811,850679.9607,M,100
G399,redacted,redacted,Quincy,G,,247.5,42.24586931,71.0061715,240754.532,888496.435,M,100
G400,redacted,redacted,Waltham,G,,247.5,42.37006096,71.2214356,222944.314,902210.5806,M,100
G401,redacted,redacted,Carver,G,,240,41.92077866,70.8032515,257795.6814,852506.2599,M,100
G402,redacted,redacted,Leominster,G,,240,42.54241393,71.7596693,178670.2783,921350.4392,M,100
G403,redacted,redacted,Hyannis,G,,225,41.6728504,70.3046003,299542.8524,825430.7944,M,100
G404,redacted,redacted,Peabody,G,,225,42.53681628,70.9454782,245553.2445,920844.2495,M,100
G405,redacted,redacted,Northbridge,G,,225,42.12533181,71.6462748,187905.2521,875000.3708,M,100
G406,redacted,redacted,Braintree,G,,225,42.20293935,70.9997019,241316.4099,883731.239,M,100
G407,redacted,redacted,Hanover,G,,225,42.11820285,70.8229977,255983.7141,874420.3489,M,100
G408,redacted,redacted,Brighton,G,,225,42.3628585,71.1377957,229836.7812,901436.4375,M,100
G409,redacted,redacted,Hanson,G,,225,42.06642838,70.8698056,252155.5634,868640.1859,M,100
G410,redacted,redacted,Brockton,G,,225,42.07145213,71.0444621,237697.9893,869106.1737,M,100
G411,redacted,redacted,North Easton,G,,225,42.02450182,71.1189931,231553.5233,863861.1775,M,100
G412,redacted,redacted,Beverly,G,,225,42.57763379,70.8898512,250090.4162,925409.4356,M,100
G413,redacted,redacted,Plymouth,G,,222,41.95069289,70.6882425,267303.8612,855913.0214,M,100
G414,redacted,redacted,Clinton,G,,210,42.43478208,71.6855958,184728.7867,909378.8126,M,100
G415,redacted,redacted,North Reading,G,,210,42.5912658,71.1174763,231396.8169,926814.9682,M,100
G416,redacted,redacted,Brockton,G,,207,42.08122143,70.9904259,242163.2178,870216.5395,M,100
G417,redacted,redacted,Stoughton,G,,201,42.12776075,71.1019406,232912.2128,875336.5848,M,100
G418,redacted,redacted,Milford,G,,187.5,42.1321138,71.5281362,197673.8033,875743.6727,M,100
G419,redacted,redacted,Newton,G,,187.5,42.35046051,71.2084338,224022.6626,900037.0182,M,100
G420,redacted,redacted,Brookline,G,,180,42.33818615,71.1395444,229704.3131,898695.3326,M,100
G421,redacted,redacted,Sturbridge,G,,180,42.09745258,72.0727018,152625.6478,872052.4512,M,100
G422,redacted,redacted,Canton,G,,180,42.14085818,71.1486273,229046.1116,876774.3724,M,100
G423,redacted,redacted,South Yarmouth,G,,172.5,41.69264233,70.175616,310248.6284,827787.4219,M,36
G424,redacted,redacted,Groton,G,,166.5,42.57971375,71.5218429,198206.8407,925461.5569,M,100
G425,redacted,redacted,Wakefield,G,,165,42.50254944,71.0643285,235809.3813,916981.2272,M,100
G426,redacted,redacted,Somerville,G,,165,42.38307749,71.1122654,231929.6347,903691.5263,M,100
G427,redacted,redacted,Brockton,G,,159,42.04415,71.009715,240590.8831,866089.6965,M,100
G428,redacted,redacted,Randolph,G,,157.5,42.16290252,71.0452283,237580.4244,879263.2458,M,100
G429,redacted,redacted,Boston,G,,156,42.34359908,71.0998169,232975.3278,899311.1722,M,100
G430,redacted,redacted,Salem,G,,150,42.50248837,70.9236814,247369.5573,917043.0217,M,100
G431,redacted,redacted,Gloucester,G,,150,42.62378232,70.6407831,270485.5345,930711.6453,M,100
G432,redacted,redacted,Norwood,G,,150,42.19206946,71.1949864,225193.5258,882447.7612,M,100
G433,redacted,redacted,Boston,G,,150,42.25135435,71.1256045,230895.3947,889055.5119,M,100
G434,redacted,redacted,Auburndale,G,,150,42.34752458,71.245546,220965.9052,899701.119,M,100
G435,redacted,redacted,Revere,G,,150,42.4001565,70.9959481,241496.9635,905638.6617,M,100
G436,redacted,redacted,Franklin,G,,150,42.08043412,71.3858307,209446.778,870009.4691,M,100
G437,redacted,redacted,Saugus,G,,150,42.48030123,71.0240361,239134.9129,914527.6254,M,100
G438,redacted,redacted,Dorchester,G,,150,42.31794628,71.0495332,237133.7393,896482.4609,M,100
G439,redacted,redacted,Sudbury,G,,150,42.36022236,71.4307001,205708.8734,901082.5927,M,100
G440,redacted,redacted,Belmont,G,,150,42.388158,71.1914748,225404.794,904229.2298,M,100
G441,redacted,redacted,Medford,G,,150,42.40853638,71.09258,233537.1882,906526.965,M,100
G442,redacted,redacted,Sharon,G,,150,42.09451373,71.2218424,223010.6148,871604.5066,M,100
G443,redacted,redacted,Harwich Port,G,,112.5,41.67222908,70.0917851,317263.9627,825632.2622,M,100
G444,redacted,redacted,Marshfield,G,,75,42.09137282,70.704563,265805.0295,871524.9595,M,100
G445,redacted,redacted,North Attleboro,G,,75,41.96896864,71.3037438,216267.4155,857641.3497,M,63
G446,redacted,redacted,Stow,G,,75,42.43363824,71.4873162,201043.6667,909235.2198,M,100
G447,redacted,redacted,Cambridge,G,,75,42.3623756,71.1002083,232933.2972,901396.6294,M,100
G448,redacted,redacted,Gloucester,G,,75,42.616135,70.666005,268424.841,929841.6517,M,100
G449,redacted,redacted,Waltham,G,,67.5,42.41130534,71.2336476,221924.1584,906788.6698,M,100
G450,redacted,redacted,Boston,G,,60,42.35216731,71.1235624,231014.4926,900253.9832,M,100
G451,redacted,redacted,Ipswich,G,,60,42.69071587,70.8531073,253011.5974,937993.01,M,100
G452,redacted,redacted,Burlington,G,,60,42.51053,71.20021,224637.7421,917819.5581,M,100
G453,redacted,redacted,Boston,G,,60,42.3765208,71.0398382,237897.8316,902992.882,M,100
G454,redacted,redacted,Mattapan,G,,60,42.27243321,71.0696347,235502.2196,891418.5943,M,100
G455,redacted,redacted,Lynn,G,,60,42.46183539,70.9488938,245326.4751,912513.6851,M,100
G456,redacted,redacted,Cambridge,G,,60,42.38922233,71.1177581,231474.2615,904372.0304,M,100
G457,redacted,redacted,Dedham,G,,60,42.23741985,71.1784637,226539.2738,887489.9655,M,100
G458,redacted,redacted,Webster,G,,60,42.07104954,71.8666919,169654.2066,869026.0202,M,100
G459,redacted,redacted,Auburn,G,,37.5,42.2042649,71.8364474,172215.4588,883812.0998,M,100
G460,redacted,redacted,Worcester,G,,37.5,42.24091125,71.841435,171819.8667,887884.1484,M,100
G461,redacted,redacted,Cohasset,G,,37.5,42.22313862,70.8042262,257440.8911,886087.9512,M,81
G462,redacted,redacted,Taunton,G,,0,41.88930227,71.1189984,231620.1634,848844.7746,M,100
G463,redacted,redacted,Attleboro,G,,210,41.90564297,71.3566966,211890.0497,850599.0852,M,100
G464,redacted,redacted,Carver,G,,240,41.8789427,70.7631091,261165.5819,847887.7417,M,100
G465,redacted,redacted,Falmouth,G,,225,41.56389614,70.5963192,275380.2111,813031.2734,M,100
G466,redacted,redacted,Hanson,G,,225,42.06701439,70.8711465,252044.1145,868704.454,M,100
G467,redacted,redacted,Leominster,G,,238.5,42.54216,71.759975,178645.0854,921322.3086,M,100
G468,redacted,redacted,Marshfield,G,,75,42.09372752,70.6476797,270508.1143,871831.9404,T,81
G469,redacted,redacted,Mashpee,G,,75,41.61826171,70.49056,284130.225,819168.0399,M,100
G470,redacted,redacted,Wellesley,G,,75,42.30371875,71.2848473,217739.9296,894826.4467,M,100
G471,redacted,redacted,Webster,G,,239,42.07120469,71.86679,169646.1618,869043.2874,M,81
G472,redacted,redacted,Burlington,G,,0,42.51053,71.20021,224637.7421,917819.5581,M,100
G473,redacted,redacted,Worcester,G,,0,42.25706952,71.790822,176003.2853,889663.4237,M,100
G474,redacted,redacted,Dedham,G,,0,42.23812996,71.178193,226561.3197,887568.9235,M,100
R930,redacted,redacted,Andover,R,,21,42.67198636,71.1510138,228607.449,935769.9143,M,100
R1782,redacted,redacted,Buzzards Bay,R,,30,41.75210355,70.595774,275204.0935,833934.3462,M,100
R1783,redacted,redacted,Cambridge,R,,30,42.37181508,71.1207694,231234.907,902437.3926,T,100
W427,redacted,redacted,North Reading,W,,,42.26160464,71.4635365,203008.5166,890126.8931,T,66
R2978,redacted,redacted,Easthampton,R,,52.5,42.26878,72.671275,103374.8103,891586.6837,M,100
F668,redacted,redacted,Shelburne Falls,F,,,42.61234292,72.6625045,104618.3975,929735.8823,M,100
C140,redacted,redacted,Revere,C,,0,42.4281841,71.0150262,239908.639,908742.7593,M,100
C141,redacted,redacted,Springfield,C,,0,42.1014857,72.5919068,109684.1102,872919.4648,M,100
C142,redacted,redacted,Boston,C,,219,42.34632036,71.0847899,234212.0764,899619.3569,M,100
C143,redacted,redacted,Braintree,C,,24,42.22059043,71.0291883,238870.5215,885677.9139,M,100
C144,redacted,redacted,Danvers,C,,45.6,42.59310744,70.9664173,243794.0259,927086.1219,M,100
C145,redacted,redacted,Framingham,C,,32.9,42.29700761,71.4822212,201466.0696,894058.7832,M,100
C146,redacted,redacted,Plymouth,C,,16,41.96264325,70.6691689,268872.295,857255.5059,M,100
C147,redacted,redacted,Needham,C,,16.4,42.34711614,71.1929516,225299.6022,899670.0151,M,66
R3813,redacted,redacted,Needham,R,,247.5,42.34711614,71.1929516,225299.6022,899670.0151,M,66
R290,redacted,redacted,Natick,R,,15,42.28328312,71.3472549,212598.3233,892545.462,M,100
IH525,redacted,redacted,BOSTON,IH,,64.386,42.345595,71.081565,234478.1921,899540.0856,M,82
R2745,redacted,redacted,Stoughton,R,,45,42.12737797,71.1006747,233017.0773,875294.5583,M,100
R868,redacted,redacted,Cambridge,R,,19.5,42.371875,71.12072,231238.942,902444.0669,T,100
W428,redacted,redacted,Chelsea,W,,,42.39234341,71.0252509,239089.4087,904756.9727,T,66
R869,redacted,redacted,Pepperell,R,,19.5,42.67137277,71.6383091,188662.2472,935652.4217,M,100
R2041,redacted,redacted,Mattapoisett,R,,36,41.66357406,70.8049114,257890.7941,823938.8306,M,100
R1244,redacted,redacted,Needham Heights,R,,22.5,42.29776629,71.2384608,221566.6387,894175.9661,M,100
F669,redacted,redacted,West Bridgewater,F,,,42.01644732,71.0278341,239107.8479,863004.3324,M,100
G475,redacted,redacted,Athol,G,,375,42.5828744,72.2607065,137554.9718,926090.8792,M,100
G476,redacted,redacted,Lowell,G,,253.5,42.62462432,71.3174423,214976.0922,930466.1889,M,100
G477,redacted,redacted,Lynn,G,,85.5,42.5033644,70.9802213,242721.8211,917110.4703,M,100
IH526,redacted,redacted,SHREWSBURY,IH,,33.8355,42.29137858,71.7020415,183337.879,893453.1187,M,100
IH34,redacted,redacted,BOSTON,IH,,18.7245,42.36301679,71.066887,235677.7918,901481.251,M,100
IH124,redacted,redacted,SPRINGFIELD,IH,,24.966,42.12044078,72.5918534,109715.4783,875024.6077,M,100
R2746,redacted,redacted,Woods Hole,R,,45,41.52472497,70.6712739,269170.3644,808617.3314,M,100
G478,redacted,redacted,Tyngsborough,G,,30,42.67619614,71.4229491,206315.6901,936181.8928,M,87
F670,redacted,redacted,Westport Point,F,,,41.51947077,71.0722466,235706.1587,807787.2623,M,100
R2291,redacted,redacted,Wayland,R,,37.5,42.34263879,71.3941074,208725.7761,899132.5672,M,100
R1784,redacted,redacted,Wellesley,R,,30,42.29619578,71.2926508,217098.5408,893989.2393,M,100
R2747,redacted,redacted,Boston,R,,45,42.3445216,71.0706347,235379.4192,899425.3336,M,100
R749,redacted,redacted,Boston,R,,18,42.35645804,71.0597483,236269.6037,900755.7471,M,100
F671,redacted,redacted,Lynn,F,,,42.47003305,70.9276981,247063.6016,913435.7372,M,100
R2292,redacted,redacted,Cambridge,R,,37.5,42.3623756,71.1002083,232933.2972,901396.6294,M,100
W429,redacted,redacted,North Billerica,W,,,42.58319916,70.8881078,250229.1082,926028.6634,T,66
R3636,redacted,redacted,MASHPEE,R,,105,41.6160698,70.4897866,284197.5664,818925.3703,M,51
R1417,redacted,redacted,BOSTON,R,,25.5,42.3507095,71.0490226,237156.592,900121.844,M,100
R291,redacted,redacted,Sudbury,R,,15,42.4240559,71.4230301,206334.3195,908173.6066,M,100
F672,redacted,redacted,Chelsea,F,,,42.39214037,71.0467067,237322.9438,904724.8093,M,100
IH42,redacted,redacted,BROCKTON,IH,,127.95075,42.0862782,70.9905835,242146.8231,870778.1131,M,100
R1785,redacted,redacted,Scituate,R,,30,42.19521614,70.725017,264008.1558,883043.0116,M,100
F673,redacted,redacted,New Bedford,F,,,41.6161797,70.917874,248518.7326,818604.5342,M,100
F674,redacted,redacted,Hudson,F,,,42.3912233,71.5656199,194596.9318,904525.8482,M,100
R2293,redacted,redacted,Provincetown,R,,37.5,42.0558035,70.1823506,309064.966,868109.8318,M,100
R1786,redacted,redacted,Everett,R,,30,42.40733504,71.0562292,236530.1144,906408.4543,M,100
R292,redacted,redacted,Everett,R,,15,42.4037308,71.0546753,236660.1148,906008.7746,M,100
F675,redacted,redacted,Haverhill,F,,,42.77606,71.121388,230984.6327,947341.4983,M,100
F676,redacted,redacted,Chelsea,F,,,42.38780375,71.0400905,237870.2989,904246.0321,M,100
F677,redacted,redacted,Lawrence,F,,,42.7056512,71.1662553,227343.4263,939504.6043,M,100
R2748,redacted,redacted,Lynn,R,,45,42.47742604,70.9493873,245274.701,914245.1917,M,100
R2294,redacted,redacted,Boston,R,,37.5,42.35697417,71.0608422,236179.1866,900812.6114,M,100
R3715,redacted,redacted,Bolton,R,,127.5,42.41784946,71.6527901,187424.7403,907492.6111,M,100
R293,redacted,redacted,Wilmington,R,,15,42.55366612,71.1794841,226323.0498,922617.3451,M,100
R294,redacted,redacted,Danvers,R,,15,42.5606587,70.9317357,246664.5084,923500.0859,M,100
R750,redacted,redacted,Taunton,R,,18,41.87482828,71.1048586,232801.0921,847242.5223,M,100
IC47,redacted,redacted,Great Barrington,IC,,27.92475,42.22823402,73.4088392,42436.32604,888182.7697,T,100
F678,redacted,redacted,Groton,F,,,42.58640787,71.5027042,199778.029,926204.9339,M,100
R2295,redacted,redacted,Groveland,R,,37.5,42.74292316,71.0310645,238396.6424,943697.1269,M,100
F679,redacted,redacted,Holden,F,,,42.36617067,71.8455244,171538.7177,901798.6401,M,100
F680,redacted,redacted,Easton,F,,,42.03933843,71.0758975,235114.3146,865525.9098,M,100
W430,redacted,redacted,South Easton,W,,,42.11166119,70.9428612,246076.6856,873622.0637,T,66
IH527,redacted,redacted,MARION,IH,,40.4055,41.7149092,70.7721242,260572.7705,829663.0767,M,100
W431,redacted,redacted,Lawrence,W,,,42.6500805,71.179864,226251.6553,933327.2259,T,66
R3554,redacted,redacted,Quincy,R,,90,42.29883702,71.0289429,238842.7867,894369.09,M,100
R1787,redacted,redacted,Malden,R,,30,42.44158432,71.0311353,238574.8516,910223.8038,M,100
R295,redacted,redacted,Medford,R,,15,42.41661864,71.1125631,231888.1921,907417.0534,M,100
R296,redacted,redacted,Tewksbury,R,,15,42.61115993,71.2321262,221979.6651,928988.994,M,100
R3637,redacted,redacted,Boston,R,,105,42.3498655,71.0748426,235029.7351,900017.171,M,100
R2749,redacted,redacted,South Yarmouth,R,,45,41.641455,70.21246,307267.5923,822055.8523,M,100
R2464,redacted,redacted,Merrimac,R,,42,42.83726151,70.9902516,241675.7548,954196.2155,M,100
IH528,redacted,redacted,NEEDHAM,IH,,23.652,42.29073762,71.2504413,220581.0116,893392.2983,M,100
W432,redacted,redacted,Needham,W,,,42.10039316,70.9962911,241665.3482,872343.0487,T,66
F682,redacted,redacted,Carver,F,,,41.82198771,70.7385562,263260.0105,841579.9874,M,100
F683,redacted,redacted,Boston,F,,,42.36007121,71.0546338,236688.8491,901159.2684,M,39
R3137,redacted,redacted,Boston,R,,60,42.350349,71.0764215,234899.3798,900070.229,M,100
F684,redacted,redacted,Brockton,F,,,42.07552217,71.0587357,236514.4517,869552.0209,M,100
IC48,redacted,redacted,Northampton,IC,,219.216375,42.31992155,72.6381246,106185.2037,897229.7143,T,82
F685,redacted,redacted,Springfield,F,,,42.14428201,72.5367856,114300.9442,877615.6863,M,100
R1788,redacted,redacted,Hatfield,R,,30,42.36022831,72.6255316,107282.2522,901692.6755,M,100
F686,redacted,redacted,Sheffield,F,,,42.1568176,73.3650632,45875.76555,880172.2841,M,100
F687,redacted,redacted,Boston,F,,,42.33668293,71.0854647,234161.6771,898548.6084,M,100
R1245,redacted,redacted,Cambridge,R,,22.5,42.38952845,71.1213354,231179.5505,904404.7196,M,100
R3647,redacted,redacted,Stoughton,R,,111,42.15706444,71.064361,236002.7105,878606.5517,M,100
R3648,redacted,redacted,TAUNTON,R,,111,41.87526,71.0592625,236585.7933,847309.0182,M,32
R3788,redacted,redacted,Tyngsboro,R,,183,42.69557971,71.4374775,205123.2495,938334.174,M,100
F688,redacted,redacted,Northampton,F,,,42.31739,72.6309048,106776.5653,896940.6298,M,100
W433,redacted,redacted,Danvers,W,,,41.89781318,71.3688006,210887.1058,849727.8231,T,66
R1418,redacted,redacted,Ware,R,,25.5,42.25442813,72.2541245,137772.7052,889604.2096,M,100
F689,redacted,redacted,Quincy,F,,,42.27881195,71.0368631,238201.7848,892141.2604,M,100
W434,redacted,redacted,Concord,W,,,42.45263498,71.3771978,210101.5722,911352.5511,M,69
F690,redacted,redacted,Ipswich,F,,,42.680619,70.8415301,253968.9688,936878.6756,M,100
R2465,redacted,redacted,Boston,R,,42,42.34650302,71.1058861,232473.731,899631.3988,M,100
R751,redacted,redacted,Boston,R,,18,42.37970015,71.0273782,238922.0425,903351.6409,M,100
IH52,redacted,redacted,CHELSEA,IH,,0,42.40085384,71.0281344,238846.7705,905700.9607,M,100
IH529,redacted,redacted,CHELSEA,IH,,28.908,42.40085384,71.0281344,238846.7705,905700.9607,M,100
IH77,redacted,redacted,HOLYOKE,IH,,0,42.1993,72.6367,106124.0854,883831.3638,T,100
R1470,redacted,redacted,Worcester,R,,27,42.2710121,71.8075927,174625.0662,891216.9334,M,100
R2042,redacted,redacted,Waltham,R,,36,42.3694536,71.2372094,221645.2982,902138.9946,M,100
R2296,redacted,redacted,Somerset,R,,37.5,41.78204174,71.1494846,229139.0135,836920.7684,M,81
R2297,redacted,redacted,Somerset,R,,37.5,41.73654669,71.150911,229041.1202,831867.282,M,100
IH530,redacted,redacted,SOMERSET,IH,,44.3475,41.72944498,71.1607553,228225.2993,831075.2122,M,100
IH671,redacted,redacted,SOMERVILLE,IH,,19.3815,42.3852834,71.1029623,232694.5906,903940.0744,M,100
R3138,redacted,redacted,Nantucket,R,,60,41.29031496,70.1066885,316715.9268,783199.0365,M,100
R297,redacted,redacted,Boston,R,,15,42.28405691,71.0555177,236660.0375,892715.6495,M,100
F691,redacted,redacted,Everett,F,,,42.41351789,71.0635442,235924.4501,907092.1174,M,100
